x,y,labels,Headline
11.796326,5.893799,229,නුගේගොඩ සුභද්රාරාම දහම් පාසලේ දරුවන්ට අදත් බාධා.
13.133045,1.1913471,291,විහාරාධිපතී හිමි ඝාතනය කළ සැකකරුවන් 2 ගේ මළ සිරුරු හමුවෙයි.
4.0624714,1.3700619,76,අයි.ඩී.එච්. රෝහල ශික්ෂණ රෝහලක් කිරීමට අවධානය
11.085096,8.376007,28,Update: නාමල් රාජපක්ෂ පොලිසියට පැමිණෙයි
8.688458,2.0122845,261,හිටපු මහ බැංකු අධිපතිවරයාගෙන් අද 7වන දිනටත් බැඳුම්කර කොමිසමේදී ප්රශ්න කෙරේ
11.135943,1.294176,320,අවුරුදු 4 ක කුඩා දැරියක් අපයෝජනය කලබවට සැකපිට අයෙක් අත්අඩංගුවට
11.128252,1.3177353,320,පාසල් දැරියක් දුෂණය කර මරාදැමූ පුද්ගලයා රිමාන්ඩ් 
12.177527,6.707841,246,වර්ජනය මැද දුම්රිය කිහිපයක් ධාවනයට
12.114605,6.688856,246,දුම්රිය වර්ජනය අඛණ්ඩව 
7.571306,4.703481,190,කාලගුණික විපර්යාසවලට මුහුණදීමට සියලු ක්රියාමාර්ග ගන්නා බව ජනපති කියයි
6.6526775,3.2507548,278,සංවිධායක ධුරවලින් ඉවත් කෙරුණු නිදහස් පක්ෂ මන්ත්රීවරුන්ට සන්ධාන මහලේකම්ගෙන් ආරාධනයක්
6.2827106,3.1129708,278,නිදහස් පක්ෂයට නව දිස්ත්රික් සංවිධායකවරු 9 දෙනෙකු පත් කෙරේ
11.436499,2.1061378,320,නියෝජ්ය විදුහල්පතිනියක් මන්නයකින් ගෙල කපාගනී
11.100734,8.387286,28,update: ආනන්ද සමරසේකරට ඇප
7.160777,3.7869313,190,ජාතික නිදහස් පෙරමුණ මහානාහිමිවරුන්ගේ තීරණය ගැන කතා කරයි
11.174575,2.4094467,320,ගිහියෙක් ඉබියතුරු දමා පුංචි දඹුලු විහාරය වසයි
7.571483,4.627249,190,බලය බෙදීම ජනතාව වෙනුවෙන් බව ජනපති කියයි
7.723703,1.6423972,187,විමල්ගේ උත්සාහය
7.336822,4.494536,190,සංඝරත්නයට ඇහුම්කන් නොදෙන ආණ්ඩුව අස්ථීර බව හිටපු ජනපති කියයි
4.1689305,1.2832785,76,"අයි.එස්. සංවිධානයට ප්රතිකාර කරන්න, ශ්රී ලංකාවෙනුත් වෛද්යවරුන් - ප්රචාරක පටයකින් හෙළිවේ"
11.136268,8.428615,28,Update :- අධිකරණයට අපහාස කළැයි කියන සිද්ධියට රන්ජන් උසාවියට
7.2744164,4.141169,190,ව්යවස්ථා සංශෝධනයට ඇතමුන් වැරදි අර්ථකථන දෙන බව ඇමති දයාසිරි කියයි
6.7288284,6.4197636,35,ජනපති දෝහා - ස්ටැෆර්ඩ් ශ්රී ලංකන් පාසලේ නිරීක්ෂණ චාරිකාවක
8.2535515,5.132185,135,ව්යවස්ථාවෙන් ආණ්ඩුවේ සැබෑ උත්සාහය - පූජ්ය බෙංගමුවේ නාලක හිමි
7.437215,3.8767114,190,හර්ෂ ද සිල්වා රහසක් හෙළි කරයි
7.194179,4.196217,190,පියසිරි විජේනායක සිදුකළේ වරදක් - තීරණයක් ගන්නා බව ජානිපෙ කියයි
3.999788,0.92829835,76,එල් ටී ටී ඊය සැගවු උණ්ඩ තොගයක් හමුවෙයි 
4.314699,1.2077647,76,අරියාලේ ඝාතන පරීක්ෂණ සී.අයි.ඩී. යට
11.496902,1.6853786,320,වස දැමූ අයිස්ක්රීම් ආහාරයට ගත් මව සහ දරුවන් තිදෙනාගේ අවසන් කටයුතු අද 
11.500347,4.399921,308,පැණිබීමවල සීනි වැඩිනම් රුපියලක බද්දක්
7.325023,4.1738667,190,රස පරීක්ෂක වාර්තාවෙන් පසු රංජන්ගේ හඬපට ගැන නීතිමය ක්රියාමාර්ග ගන්නා බව CCDය කියයි
11.113942,8.430411,28,Update : අත්අඩංගුවට ගත් රන්ජන් කොළඹ අපරාධ කොට්ඨාශයට රැගෙන යයි
4.813355,1.58451,76,නායකත්වය පිළිබඳ ඡන්දයක් පැවැත්වුණහොත් ඊට සූදානම් - මන්ත්රී ජේ.සී.අලවතුවල
13.368453,1.1195455,291,කොත්මලේ ජලාශයේ තිබී තරුණයෙකුගේ මළසිරුරක් ‌හමුවෙයි
11.667338,5.953633,229,ගුරුවරයෙකු ඉල්ලා වවුනියාවේ විදුහලක් ඉදිරිපිට විරෝධතාවක්
4.6946974,1.2549493,76,කොමදෝරු ඩී.කේ.පී දසනායක රියර් අද්මිරාල් නිලයට උසස් කෙරේ
6.588266,3.4324605,278,"නිදහස් පක්ෂය, චන්ද්රිකා අත්තනගල්ලෙන් නෙරපයි"
8.768954,1.7782377,261,ජනාධිපතිවරණ කාලසීමාවේ රාජ්ය ආයතනවල සිදුවූ අක්රමිකතා ගැන විමර්ශන ඇරඹේ
8.0791,2.6014254,151,එජාපයේ අර්බුදය ගැන පක්ෂ විපක්ෂ අදහස්
7.8010187,0.48802552,268,"රාජිතට ඇප දීමට එරෙහි, ප්රතිශෝධිත අයදුම්පත විභාගයට අවසර"
11.647527,4.843343,308,ශීඝ්ර ලෙස ඉහළ ගොස් තිබූ එළවළු මිල ගණන් පහළට
7.620345,0.5406668,268,මුතුරාජවෙලට කසල බැහැර කිරීමට එරෙහි පෙත්සම විභාගයට දින නියම වෙයි
4.6359677,1.2501235,76,කොමදෝරු ඩී.කේ.පී. දසනායක ඇතුලු 13 දෙනෙකුට අධිචෝදනා භාරදෙයි
7.208852,4.270751,190,බෞද්ධාගමෙන් ඈත්වීම ජනපතිවරණය පරාජයට හේතු වූ බව තිස්ස අත්තනායක කියයි
11.280664,5.767004,229,දුමින්ද ඉල්ලා මාලඹේදී තවත් උද්ඝෝෂණයක්
8.29922,5.221969,135,පසුගිය රජයේ සැලසුම්සහගත උත්සාහයක් ගැන අස්ගිරි ලේඛකාධිකාරී හිමියන් කියයි
4.341848,1.274101,76,එම්.සී.සී. ගැන මහජන අදහස් විමසයි
8.784132,1.7456843,261,මධ්යම සංස්කෘතික අරමුදලේ වංචා දූෂණ සෙවීමට විමර්ශන කමිටුවක්
4.9624333,1.6498526,76,එක්සත් ජාතික පක්ෂයෙන් තමන් ඉවත් කළ බවට දැනුම්දීමක් නැහැ -අජිත් පී. පෙරේරා
4.2613335,1.1918997,76,"රංජිත් මද්දුමබණ්ඩාරගේ මොණරාගල කාර්යාලයක, ව්යාජ මුදල් නෝට්ටු මුද්රණය ගැන සී.අයි.ඩී.යෙන් පරීක්ෂණ"
6.7836957,3.5013974,278,ඕනෑම මැතිවරණයකට සූදානම් - ශ්රී ලංකා පොදුජන පෙරමුණ
7.6277113,4.6813354,190,රජයේ සේවකයන්ට යහපත් මානසිකත්වයකින් සේවයේ නිරතවීමට ඉඩ ලබාදිය යුතු බව ජනපති කියයි
7.315592,4.390577,190,දේශපාලනය නිසා ශ්ර්රී ලංකාවට දියුණුවීමට නොහැකි බව අගමැති කියයි
7.189105,4.329162,190,ජනාධිපතිවරණයට එන බව සජිත් අදත් කියයි
7.892525,4.34091,190,එජාපය යනු එක් පුද්ගලයෙකු නොවේ
4.276031,1.1920011,76,"ලසන්ත, තාජුඩීන් ඝාතන ඇතුළු සිද්ධීන් 06ක් ගැන සී.අයි.ඩී. යෙන් වාර්තා කැදවයි"
6.3705463,3.4078927,278,පොදුජන පෙරමුණේ සන්ධානය සැප්තැම්බරයේ
4.275258,1.2910751,76,ආර්. සම්බන්ධන්ගේ යුද හමුදාපති විරෝධය
7.224771,4.407916,190,රටේ වත්කම් ඉහළ නැංවූ බව විපක්ෂ නායක මහින්ද කියයි
13.784623,9.790189,233,හලාවත සිදුවූ රිය අනතුරකින් අයෙක් මරුට - 
4.7681947,1.5403903,76,පොහොට්ටුවේ සමුළුවට ගිය එස්.බී.ගේ තනතුරු ගැලවේ - විනය කඩ කළ නියෝජිතයින් ගැනත් තීන්දුවක්
11.607515,6.566313,246,විශ්වවිද්යාල අනධ්යයන සේවකයින් වැඩ වර්ජනයක
4.9943013,1.5556499,76,එස්.බී. සහ ඩිලාන් පොහොට්ටුවේ සාමාජිකත්වය ගනී
8.125093,5.045884,135,ශානිට එරෙහිව නීතිය ක්රියාත්මක කළ යුතු බව පූජ්ය ඕමල්පේ සෝභිත හිමියන් කියයි
4.703205,1.3759925,76,එස්.බී. සහ ඩිලාන්ටත් විනය පරීක්ෂණ
12.978456,1.2551968,291,සියොන් ප්රහාරකයාගේ සිරුරු කොටස් සුදුසු ස්ථානයක වලදමන්නැයි අධිකරණ නියෝගයක්
7.779146,0.46692148,268,ගෝඨාභයට එරෙහි ත්රිපුද්ගල විශේෂ මහාධිකරණයේ නඩු විභාගය ඔක්තෝම්බර් 15 සිට අඛණ්ඩව
6.598637,3.4582355,278,ශ්රී ලංකා පොදු ජන සන්ධානය නමින් නව සන්ධානයක් බිහිකිරීමට ඒකාබද්ධ විපක්ෂයෙන් තීරණයක්
8.236188,5.2714458,135,මැදගොඩ අභයතිස්ස හිමියන්ගේ ප්රකාශයට පොලිසියෙන් පිළිතුරු
7.566101,4.5437756,190,අතපසුවීම් සිදුවුණත් සංවර්ධනය ඉදිරියටම ගෙන යන බව අගමැති කියයි
8.356069,1.6613599,261,පාස්කු ඉරිදා තේරීම් කාරක සභාවේ කැදවීමට ජනපතිගේ කැමැත්ත
7.6083803,4.500299,190,ආර්ථිකය ගොඩගත හැකි ක්රමය ගෝඨාභය කියයි
13.204457,1.1515326,291,පිරිමි මළ සිරුරු දෙකක් අලව්ව පාලම අසළින් සොයාගැනේ
8.141962,5.199236,135,පූජ්ය අතුරලියේ රතන හිමියන්ගෙන් පැමිණිල්ලක්
7.305138,4.2041063,190,අර්ජුන් මහේන්ද්රන් අත්අඩංගුවට ගෙන අධිකරණයට ඉදිරිපත් කරන බව ගම්මන්පිල කියයි
8.544498,4.2660604,278,ආනයන නිසා දේශීය ව්යාපාරිකයා දුර්වල වෙලා - ගෝඨාභය රාජපක්ෂ
7.302711,4.4215226,190,අධිකරණය ස්වාධීන කළේ තමන් බව ජනපති කියයි
7.643919,4.6463656,190,රටේ නිදහස සහ ප්රජාතන්ත්රවාදය තහවුරු කළ බව ජනපති කියයි
7.0907125,4.0531654,190,"ජනාධිපතිවරණයට තරඟ කිරීමට බලාපොරොත්තු වන බව, අගමැති එජාප ජ්යෙෂ්ඨයන්ට කියයි"
7.486044,3.8726451,190,ආර්ථික මිසයිලයක් ගැන ජවිපෙ හෙළි කරයි.
9.483429,3.4419227,28,වීඩීයෝ : බටකැත්තර කම්හලේ නිමි නිෂ්පාදන ඉවත් කරගැනීමට අවසර.
11.606494,4.2487097,28,"Update :මිරිහානේ නිවසකින් වායු රයිෆල්, කඩු, කිනිසි සහ පිහි."
13.094834,1.4043071,291, ගිං ගෙඟ් දී අතුරුදන් වූ එක් අයෙකුගේ මළ සිරුර හමුවේ.
4.485111,1.347637,76,ටී.එන්.ඒ. කැමරන් හමුවීමට සැරසෙයි.
4.5434685,1.4359965,76,මන්මෝහන්ගේ තීරණය නිවැරදයි. - කේ.සී. සිං.
4.139824,1.0623324,76,එල්.ටී.ටී.ඊ හිතවාදීන්ගේ හිත දිනා ගැනීම ප්රතිපත්තියයි. - ජනපති කියයි.
9.166799,3.5246503,28,වීඩීයෝ : පරීක්ෂණ පැවැත්වීම ගැන තීරණය කළ යුත්තේ ලක් රජයයි. - කෙහෙළිය.
11.253356,5.746989,229,මාර්ගයක් පිළිසකර කර දෙන ලෙස ඉල්ලා විරෝධතාවක්.
8.5001,3.6902564,278,එජාපය සමාව ගැනීමට අවශ්ය නැහැ - වික්රමබාහු.
10.980031,8.43051,28,වීඩීයෝ : කොළඹ සිසු උද්ඝෝෂණ 3 ක්.
12.996903,1.4998018,291,මස්කෙළි ඔයේ අතුරුදන් වූ තරුණයින් දෙදෙනාගේ මළ සිරුරු හමුවේ.
11.1646595,8.420693,28,Update : විල්පත්තුවේ ක්රියා ගැන කොටි පාපොච්චාරණ තවමත්.
11.113901,8.427483,28,වීඩීයෝ : Update : කඹුරුපිටියේ ඝාතකයන්ගේ සම්බන්ධතා ගැන පරීක්ෂණ.
9.987402,3.8195841,283,වෛද්යවරුන්ගේ හෘද සාක්ෂියට පැනයක් ?
11.047159,8.4013195,28,"වීඩීයෝ :Update : වර්ජනය නිසා, රජයේ ඔසුසැල්වලින් නොමිලේ බෙහෙත්."
11.192032,8.271877,28,Update: : මාවනැල්ල භික්ෂු උපවාසය අවසන්.
4.7666764,1.4581271,76,විඩීයෝ : ඞී.ඒ. රාජපක්ෂ ගුණ සැමරේ.
11.451284,1.6828284,320,නඩුවට පැමිණි බිරිඳ සහ දරු දෙදෙනා මරන්න ගිය සැමියා.
10.934917,8.344888,28,වීඩීයෝ : ඒඩ්ස් වෙනුවෙන් පාගමනක්.
9.318479,3.3160563,28,වීඩීයෝ : පළාත් ඇමතිවරයෙකු පහර දුන්නැයි ගායක සමන් ද සිල්වාගෙන් පැමිණිල්ලක්.
9.772752,3.5958836,283,බස්නාහිර - දකුණ දෙසැම්බරයේ විසුරුවයිද?
8.782526,3.6802886,278,අධ්යාපනය පෝෂණය කරන්න රජයට පමණක් බැහැ. - ඇමති බන්දුල.
11.084032,8.411359,28,වීඩීයෝ : Update : කැටයම් චින්තකගේ අවමගුලට පාංශකූලයක් නැහැ.
11.062962,8.456146,28,වීඩීයෝ :Update : 2011 කොරියානු විභාගය සමතුන්ට සහනයක්.
11.731627,5.935632,229,ප්රාථමික පන්ති ඉල්ලා අවිස්සාවේල්ල විදුහලක විරෝධතාවක්.
11.169537,8.42247,28,Update: වීඩියො: පිටකොටුවේ ගින්න කඩාකප්පල්කාරී ක්රියාවක් නොවේ.
8.0841675,4.5632663,190,සිවිල් සංවිධානවල ක්රියාකාරීත්වය ආරක්ෂා විය යුතුලූ.
9.305639,3.3443177,28,වීඩීයෝ : ශ්රී ලංකාවට එරෙහිව විනිශ්චය සභාවක් ජර්මනියේ දී රැස්වේ.
8.938438,3.5333757,278,ගුණරත්නම් ඉන්න පුළුවන් - ශ්රේෂ්ඨාධිකරණය
11.269545,5.6394343,229,විසඳුම් ඉල්ලා ප්රදේශ තුනක විරෝධතා
10.323275,2.9477947,316,අපේ කර්මාන්තය නැති කරලා ආණ්ඩුව මකබෑවිලා ගියා
8.429072,4.349701,278,ඉදිරියට යන්න ඕනේ මිනිසුන් වෙන් නොකර - මහාචාර්ය රජීව්
9.825914,3.6266823,283,දරුවන්ට අපල ඇයි ?
11.07216,8.373325,28,Update: ජාතික සංවිධායක ධුරයට තරඟ කිරීමට විදුර වික්රමනායකගේ සූදානමක්
11.209176,8.182643,28,Update: පාලමක් ඉල්ලා 76 හැවිරිදි පුද්ගලයෙකු ගසක් මත විරෝධතාවක
13.882912,9.744577,233,අලව්ව - වාරියගොඩ අනතුරකින් දෙදෙනෙකු ජීවිතක්ෂයට
10.298066,3.0643005,316,සිතල ප්රදේශ තවත් සිතල වෙලා
9.812146,3.7049096,283,කලාව මහින්දගේද ?
4.1817803,1.1344607,76,"සමෘද්ධි සහ දිවිනැගුම නිලධාරීන්ට නොගෙවූ ඊ.පී.එෆ්. ගෙවන්න ලක්ෂ 70,000ක්"
11.3152,8.477591,28,Update: සිසුවියගේ දිවි නසාගැනීම ගැන සරසවියෙනුත් පරීක්ෂණයක්
11.648013,6.045069,229,වි. මණ්ඩලය ඉදිරිපිට උද්ඝෝෂණයක්
7.7475204,0.50218993,268,කුමාර්ගේ පෙත්සම නිෂ්ප්රභා කරයි
4.5059724,1.3493593,76,Update: කේ.පී.ගේ රට ගමන් තහනම තවදුරටත් දීර්ඝ කරයි
11.141846,5.5160775,229,ගැටලූවලට විසඳුම් ඉල්ලා පිරිසක් පාගමනක
7.612377,0.30104226,268,ඌවේ මහඇමති ගැන නඩුව මාර්තු 2 වන දා
8.705456,4.330836,278,"පවුල් ගස්, පවුල් වනාන්තර මගේ ප්රතිපත්තිය නොවේ - ජනපති"
5.050318,1.6895261,76,ශ්රී ලංකා නිදහස් පක්ෂය දෙකකට බෙදෙන හැටි අජිත් පී. පෙරේරා පහදයි
11.17627,2.4904122,320,පින්නවලට ගිය රූ රැජිනව අලි පිළිගනියි
8.66206,3.9547074,278,ජාතිවාදය අවුස්සන මුද්රිත මාධ්ය - අගමැති
7.2932563,4.0117702,190,මහින්ද රාජපක්ෂ රජයේ අභිරහස් සම්බන්ධයක් අගමැති රනිල් හෙළි කරයි
11.527425,6.0296702,229,කල්පිටියේ ධීවරයන් පිරිසක් විරෝධතාවක
11.097296,1.308357,320,සිසුවියකට ලිංගික අතවර කළ ගුරුවරයා අත්අඩංගුවට
11.515255,5.864213,229,එප්පාවල ගොවි උද්ඝෝෂණයක්
7.9035244,0.42213222,268,පුරවැසිභාවය ඉල්ලා කුමාර් ගුණරත්නම් එවූ අයදුම්පත ප්රතික්ෂේප කෙරේ
10.4078,2.8594215,316,දේශපාලනඥයන් අවංකනම් ආයතනය පිරිසිදුයි
10.980758,8.309342,28,Update : විධායකයේ බලය අඩු කරන්න නිදහස් පක්ෂය අකමැති වෙයි
7.295668,4.329717,190,ජනතාව දිනවන බව අගමැති බදුල්ලේ දී කියයි
7.698292,1.9999263,187,ඇමති විජේදාසට අනුරගෙන් අභියෝගයක්
11.322967,8.47483,28,Update: බස් රථයේ අතරමංව සිටි දැරියගේ දෙමාපියන් සොයා ගැනේ
11.56668,5.867394,229,සනීපාරක්ෂාව ඉල්ලා බස් සේවකයන් වර්ජනයක
11.212088,8.390068,28,Update: ජාතික රෝහලේ රෙදි සොදන්නේ යන්ත්රානුසාරයෙන්
11.398609,8.56683,28,Update: සිරුරට ගිනි තබා ගත් පුද්ගලයා තවමත් දැඩි සත්කාර ඒකකයේ
9.1822195,6.9550943,28,දේශීය පරීක්ෂණයකට සූදානම් - මංගල
8.713199,3.7322686,278,ජාත්යන්තරයට සඟවන්න දෙයක් නෑ. - අගමැති
11.343648,8.513694,28,Update : කඩු පහර කෑ කොස්තාපල් සහ සැකකරු ජාතික රෝහලේ
11.250222,8.481173,28,Update: තවත් ෆුල් ෆේස් හෙල්මට් බැංකු කොල්ලයක් අත්තිඩියෙන්
11.419253,5.989761,229,භික්ෂු බල මණ්ඩලයත් කොළඹදී විරෝධතාවක
11.08449,8.350814,28,"Update : තරුණිය වැටුණා ද, පැන්නා ද ?"
8.426752,3.7450855,278,පොරොන්දු වූ කාලයේදී මහමැතිවරණය පවත්වනවා - එජාපය
10.352334,2.8284383,316,අම්මලා දෙන්නම එකතුවෙලා දැරිය දුෂණය කරන්න අවසර දීලා
11.434635,1.9910538,320,නිවසේ තනි වූ තරුණිය ජිවිතයට සමුදෙයි
8.7615185,3.610631,278,"සුෂ්මා, අගමැති එක්ක කතා කරලා"
10.548037,2.686754,316,නාන්න ගිය විදේශිකයෝ ආගිය අතක් නෑ
11.113791,2.4641304,320,නිදි පැදුරේ මළපහ කරගත් නිසා මව දුවට ගහලා
11.126916,8.319221,28,Update: ගෝඨාභය ඇතුළු 4කට රටින් පිටවීම තහනම්
11.1327,8.420273,28,Update: සරත් ෆොන්සේකා නිදහස්
8.736414,3.5983996,278,රංජන් කියන්නේ වසංගතයක් - රෝහිත 
11.579986,4.557086,308,පරිප්පු සහ සැමන් අද සිට පෙර පැවති මිලටම - සුපිරි වෙළඳසැල්වලින් තීරණයක්
13.058966,1.186582,291,මාදු ගඟේ පාවෙමින් තිබූ මළ සිරුරක් සොයා ගැනේ 
4.326821,1.445592,76,ශ්රී ලංකාව කොරෝනා දක්ෂ ලෙස පාලනය කරමින් සිටිනවා. - එස්.බී
13.364398,5.432999,183,ඇඳිරි නීතිය ඉවත් කිරීමෙන් පසු රාජ්ය ආයතන පිළිපැදිය යුතු මාර්ගෝපදේශ ඇතුලත් චක්රලේඛයක්
11.682008,4.974467,308,ඇමරිකානු තෙල් මිල ඍණ අගයකට
11.4987955,4.893419,308,වසර 20කින් බොර තෙල් මිල අවම අගයක
4.0335817,1.3345703,76,පිළියන්දල කොරෝනා ආසාදිතයාගේ සමීපතමයන් 11 දෙනෙකු පී.සී.ආර්. පරීක්ෂණයට
9.040023,8.478726,35,ඇමරිකාවේ  ක්රීඩා අලෙවිය ඉහළට
7.4163265,3.8991365,190,කොරෝනා වෛරසය පාලනය කරන හැටි හිටපු මන්ත්රී රාජිත කියයි 
4.0341916,1.3724476,76,වැලිසර නාවික හමුදා කඳවුරේ තවත් භට පිරිසකගේ පී.සී.ආර්. පරීක්ෂණ වාර්තා අද
13.629906,5.6205277,183,දිවයිනටම අද සහ හෙට ඇදිරි නීතිය
9.992557,3.6844945,283,සුනඛයා රෝග වාහකයෙක්ද ? සත්ය හෙළිවෙයි 
8.222247,2.6667159,151,රටේ වත්මන් තත්ත්වය සහ මැතිවරණය ගැන විවිධ අදහස් 
4.336417,1.3285207,76,ෆිච් රේටින්ග්ස් ණය වර්ගීකරණය පිළිගත නොහැකියි - මුදල් අමාත්යාංශය
9.489424,3.6740277,283,පාර්ලිමේන්තුව කැදෙව්වොත් නාම යෝජනාවලට මොකද වෙන්නේ? 
13.510783,5.45688,183,දින 28ක් අඛණ්ඩව කොවිඩ් 19 ආසාදිතයින් වාර්තා නොවුණහොත් ඇඳිරි නීතිය ඉවත් කළහැකියි 
7.6447115,0.626862,268,අත්අඩංගුවට ගැනීම වළක්වන්නැයි ඉල්ලා බදියුදීන්ගෙන් ශ්රේෂ්ඨාධිකරණයට පෙත්සමක්
13.5712,5.6091757,183,අද රාත්රී 8 සිට මැයි 4 දක්වා දිවයිනටම ඇඳිරි නීතිය
13.482344,5.606748,183,ඇඳිරි නීතිය ක්රියාත්මක දිස්ත්රික්කවල තැපැල් කාර්යාල 4 වන දා විවෘත නොකරන බව තැපැල්පති කියයි
13.369613,5.52334,183,ඇඳිරි නීතිය ලිහිල් කිරීමෙන් පසු පොදු ප්රවාහන කටයුතු සෞඛ්ය අංශවල උපදෙස් මත පමණයි
4.580577,1.5078142,76,හිටපු ජනපති ජී.එස්.පී සහනය ගැන කථා කරයි
7.7014794,0.44561663,268,ආන්දෝලනයට තුඩු දුන් සයිටම් නඩු තීන්දුව අද
7.459675,3.7872658,190,විදේශීය ආයෝජකයන් ගැන අගමැති කතා කරයි
7.585851,4.6607695,190,රටේ ආරක්ෂාවට අවශ්ය සියලු සම්පත් ලබාදෙන බව ජනපති කියයි
11.286235,2.253899,320,කල්මුණේ හඬවමින් අනතුරකින් උදෑසනම දරුවන් තිදෙනෙක් දෙනෙත් පියාගත් හැටි
7.4092445,4.516918,190,අධ්යාපනයේ විප්ලවයක් සිදුකරන බව අගමැති කියයි
9.851479,3.6462502,283,ගබ්සා සිදුකිරීම සම්බන්ධ නීතියේ සිදුවන වෙනස ?
8.653613,4.0186043,278,මතින් නිදහස් පවුලක් - ජනපති
8.58507,4.094305,278,ආර්ථිකය අර්බුදයකට ලක්වීමට ඉඩක් නැහැ - අගමැති
7.7556086,1.7969563,187,එජාපයට සහ හිටපු ජනාධිපතිනියට මන්ත්රී වාසුදේවගෙන් චෝදනාවක්
11.631928,6.5893583,246,සරසවි අනධ්යයන සේවකයන් වැඩ වර්ජනයක
7.4248147,3.8036807,190,මාළඹේ වෙඩි තැබීමේ සිද්ධිය ගැන ජවිපෙ කථා කරයි
8.032401,0.75130975,268,විමල් ඇතුලු හත්දෙනෙකුට චෝදනා ගොනු කෙරේ
8.293688,3.7865396,278,"කේන්දරයේ වරදක් නැහැ, කැබිනට් සංශෝධනයකට සූදානම්, සන්ධාන මහ ලේකම් කියයි"
6.668966,3.4733162,278,නිදහස් පක්ෂ ඇමතිවරුන් රංගනයක - පොදුජන පෙරමුණ
4.1569242,1.027306,76,එස් එෆ් ලොක්කාට ඇප
11.585392,6.5963993,246,ඉල්ලීම්වලට විසදුම් නැතිනම් වෘත්තීය ක්රියාමාර්ගය තවදුරටත් - ජල සම්පාදන වෘත්තීය සමිති කියයි
8.598029,3.6147509,278,කතානායක පුටුව පෙරලීම අසුබ ලකුණක් - ඒකාබද්ධ විපක්ෂය
7.9225936,1.797309,187,නියෝජ්ය ඇමති අරුන්දිකගෙන් පොලිසියට පැමිණිල්ලක්
7.3685565,4.5160933,190,රජයට අවශ්ය ලෙස විනිසුරුවරුන් පත් කල නොහැකි බව හිටපු ජනපති කියයි
11.443715,4.5283127,308,පාලන මිලට සහල් දෙන්න බෑ - මරදගහමුලෙන් මැසිවිලි
8.470827,4.465996,278,සුළු ජාතීන් එක්ව ආර්ථිකය ගොඩනැගිය යුතුයි - අගමැති
8.441879,5.473406,135,ථූපාරාමාධිපති අතිපුජ්ය ගල්කිරියාගම සෝරත හිමියන් අපවත් වෙයි
7.696469,2.1116652,187,"බස්නාහිර මහ ඇමතිගෙන්, ඇමති පාඨලීට ඉල්ලීමක්"
7.81,2.269722,187,පළාත් අධ්යාපන බලධාරීන්ගේ හැසිරීම ගැන ඇමති අකිල කණගාටුවෙන්
11.615276,4.5598288,308,දේශීය සහල් සඳහා රජයෙන් නව උපරිම සිල්ලර මිලක්
11.597495,4.7314105,308,දේශීය සහල්වල නව පාලන මිල අද සිට
11.344886,1.7359458,320,වසර 27 කට පසු තම මව සොයා පැමිණි තරුණයා
8.604351,3.9745042,278,රටේ ඉදිරි ගමන අඩාල කිරීමේ උත්සාහයට ඉඩක් නැහැ - ඇමතිනි තලතා
13.815853,9.937283,233,ගිනිගත්හේන අනතුරින් අයෙක් මරුට
8.462115,3.705077,278,ආණ්ඩුවට එරෙහි පිරිස් ආණ්ඩුව තුළම - ඇමති රවී
8.630337,1.8641433,261,මහබැංකු අධිපතිවරයා බැඳුම්කර පිළිබද සොයන ජනපති කොමිසමට පැමිණේ
7.7260275,2.0790613,187,අධ්යාපන ඇමති අකිලට ජාත්යන්තර සම්මානයක්
7.574966,0.3449275,268,නාමල්ට එරෙහි නඩුවක් අවසන් වේ
11.234049,2.5505013,320,සංගීතය ජීවිතය කරගත් නදුන් වළස්ගලම කම්පා කරවමින් සමුගත් හැටි 
7.3980207,4.5066,190,සයිටම් ගැන ඵලදායී තීන්දුවකට එළඹෙන බව ජනපති කියයි
11.106659,8.391848,28,Update : බැඳුම්කර සිද්ධිය පිළිබඳ ජනාධිපති කොමිසමේ වැඩකටයුතු සුළු වේලාවකට කල් තබයි
13.829029,9.905466,233,වව්නියාවේ රිය අනතුරකින් කාන්තාවක් මරුට
12.995641,1.1391128,291,පොලිස් සැරයන්වරයෙකුගේ මළ සිරුරක් වවුනතිව් ප්රදේශයෙන් සොයා ගැනේ
4.869419,1.6000599,76,පොහොට්ටුවෙන් තරඟ වැදීම ස්ථීරයි - සී.බී. - අපේ විරෝධයක් නෑ - නිදහස් පක්ෂයෙන් ප්රතිචාර
6.671865,6.394645,35,ෆාමේස් සමාගම අසාදු ලේඛනයට
13.223072,1.1302803,291,පුද්ගල මළසිරුරක් පොල්ගස්ඕවිට වැවක තිබී සොයාගැනේ
8.534309,4.215911,278,අන්තවාදයෙන් තොර පාර්ලිමේන්තුවක් පත් කරගැනීමට සහය දෙන්න - රා.අමාත්ය කෙහෙළිය
7.764667,0.56506324,268,සජින් වාස්ට එරෙහි නඩුවේ සාක්ෂි විමසීමට දින නියම වෙයි
7.228411,4.191681,190,වෙනස්කම්වලට අනුගත නොවුනහොත් පරාජිතයින් බවට පත්වන බව ඇමති කෙහෙලිය කියයි
12.850249,1.1092134,291,මුලතිව් මාන්කුලම රෝහල පැවති ස්ථානයේ තිබි අස්ථි කොටස් කිහිපයක් හමුවීම සම්බන්ධයෙන් පරීක්ෂණයක්
